item_name,item_category,city,base_price,production_cost,fair_wage_multiplier,sustainability_score,local_demand_index,market_avg_price_city,profit_margin_standard,regulatory_adjustment,marketplace
Toaster,Kitchen Appliances,Hyderabad,413.75,240.05,1.27,6.6,0.67,377.33,0.28,24.65,Own Brand Website
Sandals,Footwear,Delhi,940.67,530.76,1.07,6.5,0.58,917.06,0.26,9.55,Flipkart
Electric Kettle,Kitchen Appliances,Kolkata,434.99,242.07,1.43,3.2,0.65,417.48,0.25,16.72,Flipkart
Bluetooth Speaker,Electronics,Pune,1684.74,874.54,1.5,8,0.84,1790.01,0.2,14.2,Flipkart
Sweatshirt,Clothing,Hyderabad,1553.78,790.03,1.1,9,0.56,1439.61,0.23,27.24,Amazon
Doll,Toys,Pune,1735.83,983.06,1.1,7.9,0.7,1635.2,0.28,7.17,Own Brand Website
Yoga Mat,Fitness Equipment,Lucknow,808.77,346.44,1.55,3.2,0.58,867.29,0.15,7.63,Offline Store
Cold Pressed Oil,Groceries,Lucknow,341.31,177.99,1.29,8,0.45,355.09,0.3,26.61,Offline Store
Face Wash,Cosmetics,Mumbai,1307.59,891.74,1.6,7,0.48,1416.12,0.27,7.12,Flipkart
Smartwatch,Electronics,Ahmedabad,1879.11,958.09,1.23,5.4,0.51,1885.13,0.22,15.64,Flipkart
Sneakers,Footwear,Pune,883.9,549.07,1.05,9.6,0.76,920.54,0.18,29.14,Offline Store
Mixer Grinder,Kitchen Appliances,Delhi,100.61,42.55,1.49,8.2,0.48,102.52,0.21,18.18,Flipkart
Table Clock,Home Decor,Ahmedabad,1231.57,859.78,1.59,9.9,0.66,1186.76,0.21,20.57,Flipkart
Biography,Books,Mumbai,691.73,408.01,1.39,9.3,0.45,719.07,0.19,8.25,Offline Store
Lipstick,Cosmetics,Ahmedabad,700.75,292.34,1.23,3.5,0.9,644.93,0.26,27.65,Flipkart
Organic Rice,Groceries,Bangalore,988.57,411.42,1.38,4.6,0.41,1001.77,0.17,23.26,Own Brand Website
Foundation,Cosmetics,Bangalore,1223.38,793.73,1.08,4.6,0.67,1316.46,0.26,21.99,Own Brand Website
Headphones,Electronics,Jaipur,1190.74,701.87,1.17,7.2,0.62,1163.22,0.28,25.74,Flipkart
Kurta,Clothing,Hyderabad,245.8,171.01,1.18,4.5,0.91,243.09,0.26,12.21,Flipkart
Rug,Home Decor,Kolkata,1759.03,1142.83,1.34,7.9,0.93,1742.16,0.2,23.07,Own Brand Website
T-shirt,Clothing,Jaipur,834.21,574.24,1.07,5.8,0.76,822.43,0.15,15.34,Amazon
Cold Pressed Oil,Groceries,Chennai,1774.88,1001.21,1.23,7.7,0.7,1796.34,0.18,6.81,Flipkart
Honey,Groceries,Chennai,1279.39,672.88,1.29,4.6,0.46,1352.95,0.2,7.73,Flipkart
Jeans,Clothing,Chennai,187.12,87.46,1.32,7.3,0.39,184.64,0.11,5.94,Flipkart
Sneakers,Footwear,Lucknow,1740.36,1039.87,1.48,4.3,0.51,1720.8,0.23,18.37,Own Brand Website
Remote Car,Toys,Kolkata,1147.77,513.15,1.31,8.8,0.63,1078.84,0.18,23.87,Amazon
Headphones,Electronics,Pune,356.49,204.67,1.58,5.7,0.33,365.98,0.11,9.79,Amazon
Boots,Footwear,Chennai,191.95,86.61,1.52,8.1,0.52,207.2,0.23,16.19,Amazon
Exercise Bike,Fitness Equipment,Chennai,229.83,142.31,1.26,5.1,0.49,207.2,0.25,8.63,Amazon
Dry Fruits,Groceries,Kolkata,1089.23,440.95,1.4,5.6,0.71,999.89,0.15,7.76,Flipkart
Exercise Bike,Fitness Equipment,Lucknow,1327.53,574.24,1.39,3.9,0.91,1305.33,0.13,6.05,Amazon
Rug,Home Decor,Mumbai,725.9,484.48,1.13,8.5,0.57,769.88,0.27,29.95,Own Brand Website
Green Tea,Groceries,Chennai,229.58,146.68,1.09,5.2,0.72,227.16,0.21,29.15,Own Brand Website
Headphones,Electronics,Mumbai,1655.45,842.79,1.38,3.3,0.59,1691.34,0.24,27.54,Flipkart
Fiction Novel,Books,Delhi,637.81,427.75,1.41,3.5,0.55,634.82,0.17,7.9,Amazon
Curtain,Home Decor,Pune,1148.01,504.58,1.55,9.1,0.61,1048.76,0.21,19.81,Own Brand Website
Treadmill,Fitness Equipment,Bangalore,1788,751.42,1.43,6.9,0.41,1652.73,0.24,13.5,Flipkart
Jeans,Clothing,Hyderabad,1999.89,1336.33,1.36,7.5,0.4,2157.48,0.19,18.03,Offline Store
Biography,Books,Pune,1758.95,706.88,1.32,7.4,0.4,1607.08,0.21,18.69,Offline Store
Dumbbells,Fitness Equipment,Bangalore,727.48,483.53,1.22,6.6,0.42,656.36,0.19,18.17,Own Brand Website
Lamp,Home Decor,Jaipur,1552.89,830.22,1.2,7.2,0.55,1470.1,0.28,18.42,Offline Store
Headphones,Electronics,Chennai,480.91,289.16,1.49,8.3,0.69,482.8,0.26,22.7,Amazon
Headphones,Electronics,Hyderabad,1185.81,708.3,1.14,3.1,0.91,1289.04,0.26,14.31,Amazon
Dumbbells,Fitness Equipment,Chennai,386.43,196,1.45,5.3,0.82,399.8,0.23,28.26,Flipkart
Green Tea,Groceries,Chennai,1797.49,1102.76,1.16,9.6,0.45,1751.68,0.27,10.22,Amazon
Biography,Books,Bangalore,1313.35,705.73,1.39,9.7,0.83,1259.72,0.11,29.18,Flipkart
Dry Fruits,Groceries,Hyderabad,1211.83,547.66,1.39,3.3,0.42,1243.98,0.18,13.13,Flipkart
Honey,Groceries,Jaipur,1345.44,887.88,1.42,6.2,0.73,1398.09,0.26,12.68,Flipkart
Curtain,Home Decor,Hyderabad,317.42,191.9,1.12,6.2,0.45,306.76,0.19,27.4,Offline Store
Sneakers,Footwear,Jaipur,1392.81,628.84,1.53,6.5,0.43,1400.45,0.14,14.18,Offline Store
Children Book,Books,Chennai,1630.5,974.36,1.31,4.6,0.48,1786.45,0.17,20.4,Amazon
Toaster,Kitchen Appliances,Kolkata,1049.52,427.08,1.57,3.6,0.73,1114.81,0.25,25.23,Own Brand Website
Face Wash,Cosmetics,Hyderabad,1505.47,803.43,1.54,9.4,0.58,1500.89,0.2,11.97,Flipkart
Children Book,Books,Bangalore,318.38,152.37,1.51,6.8,0.85,333.99,0.17,9.63,Own Brand Website
Sneakers,Footwear,Ahmedabad,1177.72,801.74,1.51,8.3,0.8,1184.26,0.13,12.14,Own Brand Website
Curtain,Home Decor,Mumbai,1198,592.9,1.48,5.6,0.37,1265.7,0.24,11.33,Own Brand Website
Perfume,Cosmetics,Jaipur,1964.12,1023.22,1.42,9.4,0.4,2113.01,0.24,9.19,Own Brand Website
Treadmill,Fitness Equipment,Ahmedabad,1362.57,902.53,1.49,8.3,0.4,1278.26,0.21,19.5,Amazon
Table Clock,Home Decor,Pune,1892.89,1023.3,1.22,4.3,0.34,1729.59,0.21,9.41,Offline Store
Cold Pressed Oil,Groceries,Hyderabad,1718.07,994.66,1.53,6,0.69,1726.81,0.3,24.92,Own Brand Website
Yoga Mat,Fitness Equipment,Ahmedabad,1231.26,716.56,1.19,8.1,0.94,1140.01,0.23,17.95,Offline Store
Sneakers,Footwear,Chennai,1715.78,686.34,1.13,3.3,0.41,1787.13,0.13,20.56,Offline Store
Headphones,Electronics,Jaipur,1749.59,718.01,1.06,9.9,0.74,1623.86,0.16,29.63,Flipkart
T-shirt,Clothing,Lucknow,531.71,332.77,1.18,5.8,0.87,481.56,0.16,17.18,Own Brand Website
Green Tea,Groceries,Jaipur,1288.44,526.29,1.28,5.4,0.32,1251.17,0.29,11.87,Offline Store
Curtain,Home Decor,Chennai,1212.62,593.49,1.11,5,0.61,1163.2,0.22,28.73,Offline Store
Children Book,Books,Pune,231.62,142.47,1.05,3,0.39,230.69,0.11,23.05,Offline Store
Doll,Toys,Jaipur,155.63,85.38,1.42,4.7,0.68,148.22,0.14,25.46,Own Brand Website
Action Figure,Toys,Pune,732.54,471.9,1.17,5.5,0.37,732.03,0.18,5.15,Amazon
Action Figure,Toys,Pune,983.22,415.24,1.51,6.5,0.75,1046.37,0.11,13.43,Amazon
Bluetooth Speaker,Electronics,Lucknow,147.72,61.29,1.07,6.3,0.59,134.76,0.15,11.11,Offline Store
Smartphone,Electronics,Mumbai,663.57,392.99,1.43,5.4,0.81,652.67,0.2,8.64,Flipkart
Electric Kettle,Kitchen Appliances,Ahmedabad,542.5,335.41,1.59,7.9,0.34,503.75,0.19,23.31,Amazon
Boots,Footwear,Ahmedabad,415.27,259.65,1.36,8.4,0.66,423.78,0.15,23,Own Brand Website
Biography,Books,Kolkata,1703.63,1126.76,1.07,7.4,0.94,1733.24,0.13,26.94,Amazon
Sneakers,Footwear,Jaipur,602.18,249,1.29,3.7,0.37,597.76,0.22,27.63,Offline Store
T-shirt,Clothing,Pune,1439.98,939.99,1.28,5.2,0.69,1496.28,0.21,11.61,Offline Store
Cold Pressed Oil,Groceries,Lucknow,802.48,428.92,1.06,9.2,0.63,842.77,0.13,18.92,Flipkart
Curtain,Home Decor,Hyderabad,1859.65,863.4,1.24,5.7,0.55,1897.07,0.18,21.85,Own Brand Website
Resistance Bands,Fitness Equipment,Lucknow,1020.66,456.53,1.57,4.7,0.67,930.98,0.28,28.2,Own Brand Website
Jacket,Clothing,Kolkata,792.63,345.82,1.47,4.8,0.76,858.44,0.22,26.53,Amazon
Boots,Footwear,Pune,526.83,354.62,1.17,4.6,0.87,532.61,0.26,25.06,Flipkart
Puzzle,Toys,Chennai,1329.23,607.09,1.43,3.4,0.43,1367.22,0.28,24.29,Amazon
Face Wash,Cosmetics,Bangalore,731.67,473.47,1.58,5.3,0.42,687.41,0.18,6.31,Offline Store
Smartwatch,Electronics,Jaipur,1026.74,636.26,1.34,9.8,0.6,926.79,0.19,28.25,Flipkart
Boots,Footwear,Delhi,282.14,131.73,1.44,5.1,0.8,277.59,0.26,18.79,Own Brand Website
Jeans,Clothing,Kolkata,256.69,132.41,1.23,8.7,0.71,270.93,0.17,22.29,Amazon
Table Clock,Home Decor,Kolkata,223.95,92.05,1.21,8.4,0.65,219.87,0.28,17.43,Offline Store
Self-Help Book,Books,Pune,1265.44,880.43,1.34,8.5,0.57,1148.09,0.27,28.61,Own Brand Website
Mixer Grinder,Kitchen Appliances,Pune,925.33,509.94,1.28,10,0.89,840.4,0.26,20.02,Flipkart
Electric Kettle,Kitchen Appliances,Lucknow,147.77,78.82,1.13,9.1,0.31,158.8,0.29,6.82,Flipkart
Children Book,Books,Mumbai,1467.69,828.76,1.57,8.6,0.75,1592.59,0.13,14.4,Offline Store
Curtain,Home Decor,Jaipur,1701.59,732.49,1.56,8.2,0.59,1646.7,0.13,7.34,Own Brand Website
Wall Art,Home Decor,Delhi,904.83,590.79,1.34,6.2,0.51,842.75,0.3,5.64,Amazon
Laptop,Electronics,Ahmedabad,692.45,436.81,1.34,5.2,0.95,708.95,0.16,26.2,Offline Store
Treadmill,Fitness Equipment,Delhi,385.31,207.71,1.51,9.9,0.55,357.42,0.21,28.6,Flipkart
Jacket,Clothing,Jaipur,1364.66,792.39,1.22,7.2,0.88,1330.69,0.15,17.02,Own Brand Website
Sunscreen,Cosmetics,Ahmedabad,814.76,440.77,1.1,5.4,0.84,798.52,0.29,22.72,Own Brand Website
Toaster,Kitchen Appliances,Ahmedabad,795.47,378.25,1.43,5.1,0.9,734.43,0.11,10.53,Amazon
Rug,Home Decor,Kolkata,1252.58,814.79,1.14,7.1,0.39,1268.41,0.1,18.95,Offline Store
Lipstick,Cosmetics,Hyderabad,1091.37,450.58,1.43,7,0.71,1097.87,0.24,18.13,Offline Store
Curtain,Home Decor,Chennai,1852.31,1265.23,1.45,9.4,0.9,1764.14,0.3,11.69,Own Brand Website
Table Clock,Home Decor,Chennai,135.22,93.12,1.17,7.1,0.93,123.04,0.15,20.22,Offline Store
Air Fryer,Kitchen Appliances,Pune,1548.86,994.69,1.54,4.2,0.54,1615.23,0.24,12.7,Flipkart
Wall Art,Home Decor,Jaipur,678.02,336.43,1.54,9.4,0.31,654.29,0.18,29.56,Amazon
Foundation,Cosmetics,Hyderabad,1893.92,1114.57,1.08,4.3,0.58,2067.8,0.12,24.78,Own Brand Website
Remote Car,Toys,Delhi,463.26,255.88,1.47,7.8,0.8,492.31,0.16,14.1,Offline Store
Kurta,Clothing,Hyderabad,1649.91,679.09,1.33,9.4,0.88,1750.32,0.1,27.19,Amazon
Puzzle,Toys,Chennai,1832.16,1097.65,1.21,6.4,0.8,1946.86,0.17,13.15,Own Brand Website
Remote Car,Toys,Pune,1498.74,908.1,1.33,5.9,0.73,1358.59,0.12,19.33,Flipkart
Self-Help Book,Books,Pune,499.53,315.92,1.47,8,0.89,463.65,0.15,11.31,Flipkart
Biography,Books,Jaipur,1586.54,882.76,1.19,4,0.88,1647.5,0.21,29.14,Own Brand Website
Sweatshirt,Clothing,Lucknow,1714.22,777.29,1.33,6.4,0.85,1593.91,0.19,20.91,Offline Store
Puzzle,Toys,Ahmedabad,1895.98,1269.89,1.34,7.2,0.85,1988.65,0.28,27.4,Own Brand Website
Treadmill,Fitness Equipment,Chennai,1681.91,677.5,1.22,5.8,0.74,1616.94,0.16,15.01,Flipkart
Honey,Groceries,Kolkata,1915.13,1017.22,1.13,3,0.45,2083.21,0.29,18.23,Flipkart
Treadmill,Fitness Equipment,Hyderabad,1328.09,848.35,1.08,5.6,0.72,1433.87,0.25,13.75,Offline Store
Puzzle,Toys,Mumbai,1828.97,1096.26,1.51,5.7,0.3,1706.86,0.29,5.83,Flipkart
Remote Car,Toys,Ahmedabad,1232.47,644.26,1.29,5.8,0.34,1139.38,0.11,6.35,Offline Store
Toaster,Kitchen Appliances,Chennai,262.66,159.96,1.11,4.8,0.73,242.29,0.28,16.94,Amazon
Green Tea,Groceries,Mumbai,1929.81,883.38,1.07,7.1,0.51,1957.75,0.19,16.43,Offline Store
Biography,Books,Kolkata,1717.24,785.72,1.32,5.9,0.74,1562.73,0.21,16.96,Amazon
Honey,Groceries,Ahmedabad,1949.8,1222.03,1.14,6.6,0.81,1959.38,0.17,14.42,Own Brand Website
Curtain,Home Decor,Delhi,797.31,323.7,1.45,7.3,0.47,818.04,0.16,11.08,Amazon
Boots,Footwear,Hyderabad,1508.19,969.36,1.39,8.5,0.54,1379.03,0.22,11.4,Flipkart
Sweatshirt,Clothing,Lucknow,1577.21,800.33,1.42,6.9,0.83,1682.03,0.11,12.38,Amazon
T-shirt,Clothing,Lucknow,1754.67,914.53,1.33,4.3,0.66,1672.07,0.27,10.01,Own Brand Website
Kurta,Clothing,Kolkata,783.72,335.84,1.37,9.6,0.41,708.44,0.18,23.71,Offline Store
Flip Flops,Footwear,Bangalore,1952.69,811.12,1.48,5.6,0.4,1832.52,0.28,25.23,Flipkart
Cold Pressed Oil,Groceries,Kolkata,692.29,472.18,1.11,5.3,0.72,761.44,0.19,25.27,Flipkart
Electric Kettle,Kitchen Appliances,Pune,1840.15,741.38,1.21,3.7,0.8,1864.83,0.12,15.52,Own Brand Website
Curtain,Home Decor,Bangalore,1076.54,655.96,1.48,3.6,0.62,1003.58,0.25,21.44,Flipkart
Sunscreen,Cosmetics,Pune,1473.7,622.64,1.33,8.9,0.76,1580.32,0.14,12.17,Amazon
T-shirt,Clothing,Chennai,938.43,522.68,1.19,5.7,0.75,965.72,0.12,29.64,Offline Store
Sweatshirt,Clothing,Delhi,1169.22,637.31,1.58,4,0.65,1240.56,0.18,23.41,Amazon
Jeans,Clothing,Chennai,1808.41,865.32,1.18,5.5,0.57,1667.73,0.15,26.83,Own Brand Website
Fiction Novel,Books,Delhi,1176.52,565.14,1.57,8.4,0.54,1238.98,0.22,22.1,Offline Store
Sneakers,Footwear,Delhi,710.75,328.97,1.19,3.6,0.61,697.42,0.1,26.41,Amazon
Flip Flops,Footwear,Hyderabad,1395.55,745.25,1.58,9.6,0.36,1427.69,0.26,9.32,Offline Store
Dry Fruits,Groceries,Pune,343.13,163.99,1.2,9.8,0.81,312.92,0.26,9.24,Amazon
Cold Pressed Oil,Groceries,Ahmedabad,778.76,385.92,1.2,5.2,0.79,742.4,0.26,7.28,Offline Store
Fiction Novel,Books,Jaipur,1230.82,810.99,1.09,7.4,0.63,1189.45,0.12,21.91,Offline Store
Toaster,Kitchen Appliances,Mumbai,687.82,345.06,1.44,9.6,0.52,721.76,0.29,7.45,Own Brand Website
Doll,Toys,Pune,1105.48,445.89,1.5,5,0.52,1146.89,0.26,15,Offline Store
Children Book,Books,Bangalore,1364.49,937.28,1.54,7.9,0.91,1467.08,0.25,27.93,Amazon
Formal Shoes,Footwear,Kolkata,1653.04,910.29,1.33,3.1,0.32,1734.44,0.21,24.02,Offline Store
Flip Flops,Footwear,Lucknow,1904.36,1020.28,1.1,7.4,0.36,1950.56,0.21,22.81,Own Brand Website
Sweatshirt,Clothing,Lucknow,766.82,339.82,1.18,7.8,0.61,773.08,0.16,25.92,Amazon
Green Tea,Groceries,Hyderabad,1998.96,986.81,1.45,4.2,0.78,1971.31,0.22,10.94,Flipkart
Jeans,Clothing,Lucknow,1718.15,776.6,1.56,3.4,0.49,1739.78,0.27,19.43,Flipkart
Remote Car,Toys,Chennai,510.62,335.84,1.38,4.6,0.67,528.52,0.24,23.1,Amazon
Sandals,Footwear,Ahmedabad,1801.9,1166.63,1.38,3.2,0.79,1973.07,0.16,20.17,Flipkart
Exercise Bike,Fitness Equipment,Pune,1560.47,923.37,1.56,6.3,0.65,1416.36,0.28,11.56,Flipkart
Lipstick,Cosmetics,Chennai,1959,902.38,1.19,6.4,0.73,1935.75,0.17,18.5,Amazon
Sneakers,Footwear,Hyderabad,1920.77,1322.61,1.23,7.8,0.77,1979.71,0.12,18.49,Amazon
Toaster,Kitchen Appliances,Pune,1550.18,713.46,1.24,4.4,0.88,1661.34,0.13,24.01,Amazon
Dry Fruits,Groceries,Chennai,791.55,479.56,1.32,6.3,0.87,813.23,0.15,7.77,Offline Store
Lamp,Home Decor,Jaipur,1873.47,835.6,1.45,6.5,0.39,1977.13,0.28,8.04,Amazon
Dry Fruits,Groceries,Jaipur,227.47,148.98,1.33,7.7,0.59,223.49,0.16,19.07,Own Brand Website
Face Wash,Cosmetics,Ahmedabad,403.64,248.31,1.35,8.9,0.9,435.98,0.22,12.97,Own Brand Website
Green Tea,Groceries,Mumbai,778.62,463.87,1.44,4.1,0.95,717.5,0.22,18.28,Flipkart
Flip Flops,Footwear,Chennai,1222.88,684.97,1.08,10,0.94,1228.84,0.14,9.57,Own Brand Website
Smartphone,Electronics,Bangalore,208.39,121.61,1.31,5.9,0.64,223.93,0.11,18.6,Flipkart
Toaster,Kitchen Appliances,Hyderabad,1431.93,989.76,1.46,6.8,0.8,1574.28,0.28,7.23,Own Brand Website
Headphones,Electronics,Pune,1192.17,758.15,1.42,5.9,0.51,1222.45,0.18,14.8,Offline Store
Dry Fruits,Groceries,Ahmedabad,1689.81,835.94,1.4,9.1,0.7,1687.37,0.11,22.04,Own Brand Website
Laptop,Electronics,Delhi,1995.3,1282.04,1.4,6.3,0.45,2071.96,0.14,27.18,Flipkart
Sneakers,Footwear,Jaipur,772.58,401.69,1.17,6.4,0.74,742.11,0.24,20.51,Flipkart
Jeans,Clothing,Kolkata,807.54,398.8,1.52,3.1,0.77,794.18,0.24,17.69,Own Brand Website
Curtain,Home Decor,Pune,259.34,180.14,1.1,4.1,0.57,282.4,0.16,19.22,Own Brand Website
Mixer Grinder,Kitchen Appliances,Kolkata,1090.73,544.32,1.43,6.5,0.68,1027.5,0.29,7.76,Flipkart
Exercise Bike,Fitness Equipment,Jaipur,1411.51,939.74,1.1,3.2,0.52,1493.36,0.24,25.55,Own Brand Website
Lipstick,Cosmetics,Ahmedabad,855.25,597.07,1.25,8.6,0.53,807.09,0.17,9.82,Own Brand Website
Flip Flops,Footwear,Lucknow,345.31,175.83,1.13,6.5,0.32,340.57,0.29,13.97,Amazon
Exercise Bike,Fitness Equipment,Chennai,361.52,177.71,1.49,5.2,0.55,382.4,0.15,16.96,Amazon
Perfume,Cosmetics,Pune,220.02,99.5,1.17,6.2,0.83,213.62,0.18,12.53,Own Brand Website
Flip Flops,Footwear,Delhi,708.93,369.39,1.54,3.2,0.71,763.9,0.18,21.27,Offline Store
Puzzle,Toys,Lucknow,1212.86,608.36,1.13,4.5,0.34,1277.08,0.21,24.64,Flipkart
Table Clock,Home Decor,Hyderabad,651.37,417.79,1.22,3.8,0.65,709.38,0.18,17.88,Amazon
Dumbbells,Fitness Equipment,Chennai,957.45,514.37,1.17,6,0.62,1004.34,0.13,19.29,Amazon
Mixer Grinder,Kitchen Appliances,Mumbai,1358.17,699.24,1.35,8,0.6,1312.9,0.26,29.72,Flipkart
Mixer Grinder,Kitchen Appliances,Chennai,511.61,341.15,1.35,6.1,0.88,553.6,0.15,13.96,Offline Store
Curtain,Home Decor,Bangalore,1718.66,940.53,1.21,9.7,0.44,1756.59,0.19,16.28,Flipkart
Green Tea,Groceries,Delhi,301.38,143.8,1.14,8.2,0.75,319.11,0.24,8.22,Own Brand Website
Resistance Bands,Fitness Equipment,Hyderabad,1959.32,894.54,1.24,7.9,0.39,1830.2,0.28,13.3,Amazon
Yoga Mat,Fitness Equipment,Bangalore,1364.61,897.4,1.59,4.5,0.38,1430.31,0.14,19.5,Amazon
Electric Kettle,Kitchen Appliances,Bangalore,1112.03,631.61,1.41,9,0.48,1124.32,0.17,12.97,Offline Store
Curtain,Home Decor,Delhi,138.8,80.48,1.58,8.3,0.46,144.8,0.16,23.84,Amazon
Dry Fruits,Groceries,Delhi,1724.37,862.7,1.05,5.1,0.43,1765.28,0.16,5.9,Flipkart
Wall Art,Home Decor,Kolkata,1109.54,734.97,1.3,5.6,0.42,1084.55,0.17,29.87,Own Brand Website
Formal Shoes,Footwear,Mumbai,157.89,74.47,1.09,9,0.57,167.25,0.24,28.2,Amazon
Formal Shoes,Footwear,Mumbai,145.15,67.09,1.44,7.1,0.75,147.34,0.22,28.31,Flipkart
Jacket,Clothing,Chennai,1850.46,761.28,1.28,6.6,0.53,1683.76,0.19,29.39,Amazon
Remote Car,Toys,Jaipur,237.2,152.99,1.16,7,0.55,230.04,0.27,29.34,Amazon
Smartphone,Electronics,Lucknow,834.67,494.24,1.36,3.5,0.33,880.31,0.18,12.69,Offline Store
Flip Flops,Footwear,Jaipur,1972.61,839.48,1.2,9,0.57,2005.85,0.11,28.01,Own Brand Website
Sandals,Footwear,Ahmedabad,360.15,167.11,1.14,6.5,0.83,343.36,0.13,15.25,Offline Store
Self-Help Book,Books,Chennai,1965.14,792.58,1.33,7.7,0.82,2061.9,0.11,16.55,Own Brand Website
Organic Rice,Groceries,Jaipur,249.62,146.27,1.09,3.3,0.5,271.53,0.24,5.1,Flipkart
Exercise Bike,Fitness Equipment,Delhi,640.98,259.76,1.21,7.8,0.79,679.97,0.28,14.14,Flipkart
Children Book,Books,Lucknow,1738.94,1075.19,1.35,9.7,0.92,1877.22,0.14,10.2,Own Brand Website
Formal Shoes,Footwear,Mumbai,1811.91,941.06,1.49,7.8,0.8,1640.24,0.19,26.43,Offline Store
Organic Rice,Groceries,Lucknow,1030.86,625.77,1.47,3.8,0.4,1077.16,0.11,13.55,Amazon
Kurta,Clothing,Delhi,1844.36,1055.54,1.55,5.2,0.71,1765.7,0.12,29.77,Offline Store
Children Book,Books,Delhi,434.84,198.52,1.51,8.6,0.94,397.6,0.12,16.22,Amazon
Sweatshirt,Clothing,Bangalore,1224.32,503.7,1.14,7.9,0.73,1123.85,0.29,11.37,Flipkart
Green Tea,Groceries,Delhi,1785.74,1208.76,1.32,5.9,0.48,1895.52,0.14,20.55,Offline Store
Microwave Oven,Kitchen Appliances,Pune,1177.55,558.95,1.59,8.9,0.31,1159.24,0.17,27.07,Flipkart
Lipstick,Cosmetics,Ahmedabad,602.54,421.5,1.16,4.7,0.73,561.69,0.28,7.75,Own Brand Website
Self-Help Book,Books,Pune,1968.3,1303.79,1.51,5.9,0.63,1951.12,0.3,5.87,Offline Store
Lipstick,Cosmetics,Jaipur,825.25,569.85,1.25,5.8,0.71,892.47,0.16,28.69,Flipkart
Dry Fruits,Groceries,Lucknow,636.87,410.54,1.2,3.5,0.83,630.51,0.18,15.75,Amazon
T-shirt,Clothing,Kolkata,1261.99,604.25,1.18,6.4,0.32,1298.04,0.26,23.19,Flipkart
Face Wash,Cosmetics,Ahmedabad,991.67,564.87,1.06,9.4,0.66,955.26,0.16,21.49,Flipkart
Perfume,Cosmetics,Ahmedabad,1210.22,552.29,1.28,7.7,0.49,1212.47,0.15,6.79,Amazon
Lamp,Home Decor,Bangalore,837.67,519.04,1.17,8.3,0.74,838.9,0.29,27.09,Amazon
Kurta,Clothing,Chennai,1170.03,663.8,1.2,9.4,0.88,1226.67,0.13,22.59,Own Brand Website
Resistance Bands,Fitness Equipment,Bangalore,580.92,265.27,1.47,9.7,0.37,541.88,0.14,29.07,Own Brand Website
Table Clock,Home Decor,Ahmedabad,1423.16,858.86,1.33,6.8,0.49,1324.83,0.26,16.77,Amazon
Perfume,Cosmetics,Kolkata,586.42,345.89,1.17,6.4,0.42,616.88,0.16,16.04,Amazon
Cold Pressed Oil,Groceries,Bangalore,1534.27,917.31,1.27,3.5,0.9,1383.27,0.25,28.64,Amazon
Flip Flops,Footwear,Mumbai,682.68,288.52,1.19,5.2,0.59,686.13,0.25,27.52,Flipkart
Toaster,Kitchen Appliances,Mumbai,983.11,613.36,1.12,5.3,0.38,1020.81,0.28,27.23,Offline Store
Jacket,Clothing,Jaipur,720.25,338.71,1.2,5,0.35,667.43,0.14,5.2,Amazon
Foundation,Cosmetics,Chennai,189.74,115.66,1.39,9.6,0.56,187.63,0.11,8.81,Amazon
Textbook,Books,Chennai,1414.05,665.33,1.48,7.9,0.79,1467.95,0.24,18.67,Offline Store
Dry Fruits,Groceries,Pune,1388.65,774.66,1.16,4.5,0.56,1253.65,0.28,11.71,Own Brand Website
Sweatshirt,Clothing,Mumbai,197.92,104.37,1.5,5.8,0.47,199.7,0.21,23.98,Own Brand Website
Headphones,Electronics,Lucknow,1619.53,990.93,1.05,3,0.94,1543.15,0.16,23.31,Own Brand Website
Biography,Books,Chennai,1205.01,649.58,1.11,3.6,0.76,1114.54,0.19,23.4,Flipkart
T-shirt,Clothing,Pune,1854.08,1227.54,1.53,5.5,0.9,1922.18,0.28,7.22,Own Brand Website
Boots,Footwear,Bangalore,175.16,92.64,1.51,5.9,0.88,165.87,0.11,24.03,Flipkart
Air Fryer,Kitchen Appliances,Ahmedabad,1289.72,686.17,1.51,8.8,0.51,1376.9,0.17,20.55,Offline Store
Textbook,Books,Pune,465.75,223.21,1.3,5.2,0.38,464.1,0.2,8.97,Flipkart
Laptop,Electronics,Pune,431.2,176.28,1.07,5.5,0.4,467.34,0.14,6.65,Amazon
Self-Help Book,Books,Bangalore,867.92,397.28,1.08,8.3,0.66,791.02,0.19,5.97,Amazon
Smartphone,Electronics,Hyderabad,773.2,393.55,1.5,8.1,0.88,717.61,0.21,5.5,Offline Store
Jacket,Clothing,Ahmedabad,1668.49,850.89,1.09,5.3,0.49,1757.25,0.13,18.89,Own Brand Website
Action Figure,Toys,Lucknow,1608.45,1000.23,1.56,3,0.53,1566.5,0.11,25.43,Amazon
Table Clock,Home Decor,Mumbai,1408.89,786.76,1.27,9.3,0.47,1362.27,0.29,6.62,Flipkart
Sneakers,Footwear,Chennai,1583.16,974.31,1.55,3.6,0.93,1433.98,0.17,7.12,Own Brand Website
Table Clock,Home Decor,Bangalore,197.23,135.97,1.45,6.5,0.37,198.26,0.16,11.79,Own Brand Website
Organic Rice,Groceries,Lucknow,1274.4,812.15,1.29,6.5,0.72,1178.73,0.27,25.92,Amazon
Dry Fruits,Groceries,Lucknow,1127.99,514.67,1.33,3.7,0.8,1085.39,0.16,28.63,Amazon
